SKU,ASIN,UPC,Condition,Item,Category,Qty,Unit Price,MSRP,Est. selling price on Az
888 B08RCJNG9Y US,B08RCJNG9Y,194905446831,Fulfilled by Amazon,Altra Footwear Rivera White/Coral 9.5 B (M),Sports Shoes,4,78,156.99,129.91
888 B08P5LWK8H US,B08P5LWK8H,194905434722,Fulfilled by Amazon,ALTRA Men's Superior 4.5 Trail Running Shoe - Color: Blue/Lime - Size: 10 - Width: Regular,Sports Shoes,1,78,115.99,
888 B08P4PRZ8X US,B08P4PRZ8X,194905435972,Fulfilled by Amazon,Altra Footwear Lone Peak 5 Dark Slate/Red 11 D (M),Sports Shoes,1,78,155.99,128.44
888 B08P4N1WZL US,B08P4N1WZL,194905437044,Fulfilled by Amazon,"ALTRA Men's AL0A4VQE Lone Peak 5 Trail Running Shoe, Blue/Lime - 12.5 M US",Sports Shoes,3,78,138.99,124.6
888 B08P4N13FF US,B08P4N13FF,194905437334,Fulfilled by Amazon,"ALTRA Men's AL0A4VQE Lone Peak 5 Trail Running Shoe, Khaki - 13 M US",Sports Shoes,7,78,156.99,129.95
888 B08P4FGCY8 US,B08P4FGCY8,194905434067,Fulfilled by Amazon,"ALTRA Men's AL0A4VQE Lone Peak 5 Trail Running Shoe, Khaki - 8.5 M US",Sports Shoes,1,55,156.99,154.65
888 B07TM32HPM US,B07TM32HPM,193391559865,Fulfilled by Amazon,Altra Footwear Lone Peak (Little Kid/Big Kid) Gray/Blue 2 Little Kid Medium,Sports Shoes,1,65,84.99,69.95
888 B07NBNS6KV US,B07NBNS6KV,193391382753,Fulfilled by Amazon,"ALTRA Men's ALM1937F Torin 4 Road Running Shoe, Black/Red - 9 M US",Sports Shoes,1,78,140.99,
888 B07G6318NF US,B07G6318NF,043619606560,Fulfilled by Amazon,"ALTRA Men's AFM1953G Superior 4 Trail Running Shoe, Gray/Lime - 8 D(M) US",Sports Shoes,1,65,106.99,95
888 B079RM7B1D US,B079RM7B1D,043619380682,Fulfilled by Amazon,"ALTRA Men's Lone Peak 4 Mid Mesh Trail Running Shoe, Black, 9 M US",Sports Shoes,2,78,155.99,
888 B079RLY9TF US,B079RLY9TF,043619322170,Fulfilled by Amazon,Altra Footwear Lone Peak 4 Mid Mesh Black 12.5 D (M),Sports Shoes,1,65,108.99,
888 B086RSB8TR US,B086RSB8TR,194851007872,Fulfilled by Amazon,"ASICS Women's GT-2000 9 Running Shoes, 5, MAKO Blue/Grey Floss",Sports Shoes,1,60,144.99,99.94
888 B08C1JL4G7 US,B08C1JL4G7,194497191515,Fulfilled by Amazon,"Nike Men's Off Court Slide Sandal, Black/Gold, 11",Sandals & Slippers,1,25,66.99,54.99
888 B08P4LCQYC US,B08P4LCQYC,194905440273,Fulfilled by Amazon,ALTRA Lone Peak All-Wthr Low Black/Blue 7 B (M),Sports Shoes,3,78,192.99,159.95
888 B08THFHK2F US,B08THFHK2F,194905444172,Fulfilled by Amazon,Altra Footwear TIMP 3 Dark Blue 12.5 D (M),Sports Shoes,1,65,168.99,104.93
888 B088ML6LNV US,B088ML6LNV,                    ,Fulfilled by Amazon,Hey Dude Men's Wally Stretch Black Brick Size 13 | Men's Shoes | Men's Lace Up Loafers | Comfortable & Light-Weight,Casual Shoes,1,35,72.99,59.95
888 B08P4NLB2J US,B08P4NLB2J,194905432025,Fulfilled by Amazon,Altra Footwear Lone Peak 5 Lime/Black 8 D (M),Sports Shoes,1,65,156.99,114.95
888 B08P4N1TXY US,B08P4N1TXY,194905432896,Fulfilled by Amazon,Altra Footwear Lone Peak 5 Gray/Orange 11.5 D (M),Sports Shoes,1,65,156.99,
888 B08P4MV5CS US,B08P4MV5CS,194905440662,Fulfilled by Amazon,"ALTRA Women's AL0A4VR7 Lone Peak 5 Trail Running Shoe, Balsam Green - 9 M US",Sports Shoes,1,65,148.99,114.95
888 B08P4MHT3X US,B08P4MHT3X,194905435132,Fulfilled by Amazon,"ALTRA Women's Paradigm 5 Road Running Shoe, Gray/Coral, 6",Sports Shoes,2,65,90.99,86.59
888 B08P4LR214 US,B08P4LR214,194905440501,Fulfilled by Amazon,ALTRA Men's Lone Peak All-Weather Low Black/Yellow,Sports Shoes,1,65,192.99,159.95
888 B08RCKT5SD US,B08RCKT5SD,194905449139,Fulfilled by Amazon,Altra Footwear Rivera Rose/Coral 11 B (M),Sports Shoes,1,65,156.99,99.95
888 B08WL4332G US,B08WL4332G,190340876639,Fulfilled by Amazon,Brooks Women's Signal 3 Running Shoe - Black/Primrose Pink/Blackened Pearl - 9 Medium,Sports Shoes,2,60,165.99,84.95
888 B07NBWKRZX US,B07NBWKRZX,043619164275,Fulfilled by Amazon,Altra Footwear Cayd Black/Black 11 D (M),Sports Shoes,1,50,156.99,129.95
888 B07TQF3BF5 US,B07TQF3BF5,193391542423,Fulfilled by Amazon,"ALTRA Women's ALW1855N Lone Peak 4 Mid RSM Trail Running Shoe, Mineral Blue - 8.5 M US",Sports Shoes,1,75,108.99,
888 B07TWSDF73 US,B07TWSDF73,193604537161,Fulfilled by Amazon,"ASICS Women's GT-1000 9 Running Shoes, 9, Piedmont Grey/Metropolis",Sports Shoes,1,40,120.99,149.26
888 B07WKB9R31 US,B07WKB9R31,192877315834,Fulfilled by Amazon,"Michael Kors Jet Set Women?s Leather Travel Continental Wristlet Wallet, White Pvc, Medium",Wallets,1,78,105.99,124.2
888 B000QDXUI0 US,B000QDXUI0,                    ,Fulfilled by Amazon,Birkenstock accessoires Einlagen from x in x with a regular insole size 39.0 M EU,ShoeCare & Accessories,3,44.55,48.99,59
888 B004AEEQLG US,B004AEEQLG,                    ,Fulfilled by Amazon,"Alpro Unisex Clogs and Mules, Black, 10 US Men",Sandals & Slippers,1,42,85.99,88.9
888 B0026PJDQE US,B0026PJDQE,805289270102,Fulfilled by Amazon,Ray-Ban Unisex 5154 Clubmaster Eyeglasses Shiny Black 49mm,Sunglasses,1,94,147.99,210
888 B000XQJBFG US,B000XQJBFG,805289154594,Fulfilled by Amazon,Ray-Ban WAYFARER FOLDING CLASSIC RB4105 - 601/58 Sunglasses Black w/ Green Polarized 50mm,Sunglasses,2,799.2,230,211
888 B086T6P3QY US,B086T6P3QY,190340747908,Fulfilled by Amazon,Brooks Women's Adrenaline GTS 21 Supportive Running Shoe - Black/Blackened Pearl/Nocturne - 7.5 Medium,Sports Shoes,1,60,156.99,129.95
888 B07MPT12GZ US,B07MPT12GZ,686487418660,Fulfilled by Amazon,"Arc'teryx Acrux TR GTX Boot Women's | Trekking Boot for Technical Trails | Black/Robotica, 8",Boots,1,130,300.99,250
888 B07DWDYPVB US,B07DWDYPVB,190665248241,Fulfilled by Amazon,"Dr. Martens Women's Clarissa II Quad Sandals, Black, 10 Medium US",Sandals & Slippers,1,72,161.99,124.99
888 B07L5N86VS US,B07L5N86VS,190340570988,Fulfilled by Amazon,Brooks Women's Addiction Walker Suede Walking Shoe - Shark/Alloy/Oyster - 8.5 Wide,Sports Shoes,3,98,168.99,139.95
888 B07797LZKL US,B07797LZKL,190041089826,Fulfilled by Amazon,"Tory Burch Women's Miller Thong Sandals, Light Makeup, Tan, 6 Medium US",Sandals & Slippers,1,98,190.99,198
888 B01J9TEK1C US,B01J9TEK1C,                    ,Fulfilled by Amazon,"Veja Women's Esplar Low Sneakers, Extra White, 7 Medium US",Sneakers,4,68,,130
888 B000UWLM6Y US,B000UWLM6Y,809410437945        ,Fulfilled by Amazon,Birkenstock Unisex Adults Milano Slingback Oiled Leather Strappy Sandals - Habana - USW11/M9/EU42,Sandals & Slippers,2,54,156.99,130
888 B00FZKDBO2 US,B00FZKDBO2,883985749160,Fulfilled by Amazon,Dr. Martens Kid's Collection 1460 Junior Delaney Boot (Little Kid/Big Kid) Black Softy T 3 UK (US 4 Big Kid),Kids` Shoes,9,27,56.2,70.73
888 B01M1BIK0H US,B01M1BIK0H,000906219414,Fulfilled by Amazon,"Timberland Men's 6 Inch Premium Boot, Wheat Nubuck, 10 M (US)",Boots,7,80,160.99,178.82
888 B07PK9VF2N US,B07PK9VF2N,                    ,Fulfilled by Amazon,Blundstone BL1477 Waterproof Winter Chelsea Boot Antique Brown AU 5 (US Women's 8) Medium,Boots,1,89.5,229.99,223.29
888 B00LFC2R7G US,B00LFC2R7G,886454424339,Fulfilled by Amazon,Birkenstock Womens Gizeh EVA Sandals Navy Size 36 M EU,Sandals & Slippers,1,23,55.99,45.99
888 B081V37MWP US,B081V37MWP,884116361831,Fulfilled by Amazon,"Dell - Inspiron 15.6"" Touch-Screen Laptop - AMD Ryzen 3 - 8GB Memory - 128GB SSD - Black",Laptops & Tablets,1,448,,449
888 B07VR5Z1SM US,B07VR5Z1SM,190340658624,Fulfilled by Amazon,Brooks Men's Dyad 11 Running Shoe - Black/Ebony/Blue - 13 X-Wide,Sports Shoes,1,58,156.99,
888 B07L4V7CQ8 US,B07L4V7CQ8,190340572357,Fulfilled by Amazon,Brooks Women's Addiction Walker V-Strap 2 Walking Shoe - White/White - 8 Wide,Sports Shoes,1,68,156.99,129.95
888 B086T5LZ6C US,B086T5LZ6C,190340773846,Fulfilled by Amazon,Brooks Women's Ghost 13 Running Shoe - Black/Pearl/Hushed Violet - 11.5 Medium,Sports Shoes,1,68,129.99,129.95
888 B086T5DM8R US,B086T5DM8R,190340816260,Fulfilled by Amazon,Brooks Women's Ghost 13 Running Shoe - Black/Pearl/Hushed Violet - 8.5 Narrow,Sports Shoes,1,68,156.99,129.95
888 B08LN872T1 US,B08LN872T1,190340894732,Fulfilled by Amazon,Brooks Launch 8 Men's Neutral Running Shoe - Black/Grey/Blue - 11,Sports Shoes,2,78,129.99,89.95
888 B08BWC4RJ7 US,B08BWC4RJ7,190340881930,Fulfilled by Amazon,Brooks Women's Adrenaline GTS 21 Supportive Running Shoe - Ombre/Lavender/Metallic - 8.5 Medium,Sports Shoes,4,58,156.99,129.95
888 B08BW3LZS4 US,B08BW3LZS4,190340862212,Fulfilled by Amazon,Brooks Women's Adrenaline GTS 21 Supportive Running Shoe - White/Grey/Black - 9.5 Medium,Sports Shoes,5,58,156.99,129.95
888 B086T6JMN8 US,B086T6JMN8,190340748011,Fulfilled by Amazon,Brooks Women's Adrenaline GTS 21 Supportive Running Shoe - Black/Blackened Pearl/Nocturne - 10 Wide,Sports Shoes,4,58,155.99,129.95
888 B07WR2JXH5 US,B07WR2JXH5,190340767821,Fulfilled by Amazon,Brooks Revel 3 Black/Silver/Blackened Pearl 5 B (M),Sports Shoes,1,48,102.99,
888 B08P2C3D9J US,B08P2C3D9J,                    ,Fulfilled by Amazon,ON Cloudflyer Midnight/Rust 10.5 M,Sports Shoes,2,799.2,157.13,219.95
888 B08BJFRB3Y US,B08BJFRB3Y,686487522084,Fulfilled by Amazon,"Arc'teryx Aerios FL GTX Shoe Women's | Fast and Light Hiking Shoe | Exosphere/Rhapsody, 8.5",Sports Shoes,1,110,204.99,170
888 B083LXLH45 US,B083LXLH45,190340751547,Fulfilled by Amazon,Brooks Women's Levitate 4 Running Shoe - Grey/Blackened Pearl/Purple - 5,Sports Shoes,1,95,120.99,149.99
888 B07VNYF7ZY US,B07VNYF7ZY,190340658990,Fulfilled by Amazon,Brooks Men's Dyad 11 Running Shoe - Antarctica/Grey/Peacoat - 12 X-Wide,Sports Shoes,1,89,144.99,245.84
888 B06XBZ5JTB US,B06XBZ5JTB,889652047089,Fulfilled by Amazon,"Gucci Fashion Sunglasses, 52/21/145, Avana / Grey / Green",Sunglasses,1,165,172.99,179.25
888 B01KGR3MOM US,B01KGR3MOM,889652051772,Fulfilled by Amazon,Gucci Women 0076S 60 Black/Grey Sunglasses 60mm,Sunglasses,2,155,214.99,223
888 B07HDS5DVH US,B07HDS5DVH,192499679291,Fulfilled by Amazon,"Nike Womens Air Max Bella TR 2 Training Sneakers Pink 9 Medium (B,M)",Sports Shoes,1,40,144.99,135
888 B01M63T637 US,B01M63T637,809410632371,Fulfilled by Amazon,"Birkenstock Womens Mayari Slide Sandal, White, 39 M EU",Sandals & Slippers,10,50,96.99,87.28
888 B001G2DAWG US,B001G2DAWG,809410632555        ,Fulfilled by Amazon,"Birkenstock Women's Mayari Sandals, Mocca Brown, 8",Sandals & Slippers,1,50,101.99,79.99
888 B01M6WICHD US,B01M6WICHD,666032687536,Fulfilled by Amazon,Nike Mens Free RN 2018 942836 001 - Size 7 Black/White,Sports Shoes,1,55,122.99,79.97
888 B08FXRZKJN US,B08FXRZKJN,193654451424,Fulfilled by Amazon,"Nike Women's Air Zoom Pegasus 35 Running Shoes (True Berry Plum Chalk 607, Numeric_5)",Sports Shoes,1,50,108.99,89.99
888 B082VK5FQ4 US,B082VK5FQ4,193152137547,Fulfilled by Amazon,Nike Unisex Zoom Rival S 9 Track Spike Pure Platinum/Metallic Silver/Black 11 Women/9.5 Men,Sports Shoes,1,35,72.99,75
888 B07N6KKSQC US,B07N6KKSQC,885178755927,Fulfilled by Amazon,"Nike Men's Epic React Flyknit 2 shoe, Black/Black-sapphire-lime Blast, 13",Sports Shoes,1,60,120.99,111.18
888 B07VN7S2K3 US,B07VN7S2K3,044212509364,Fulfilled by Amazon,"Saucony Women's Guide 13, Sky Grey/Coral, 6.5 B US",Sports Shoes,1,60,132.99,99.34
888 B0722P9YV2 US,B0722P9YV2,883799404491,Fulfilled by Amazon,"Saucony Unisex Low-Top Sneakers, Black Black Black 9, 7 US Men",Sports Shoes,1,86,,83.46
888 B079ZJGY3P US,B079ZJGY3P,883418626297,Fulfilled by Amazon,Nike AA2181 005 Mens VIALE Trainers Shoes Black Size 8,Sports Shoes,1,55,60.99,94.99
888 B0874S9M2M US,B0874S9M2M,193657547308,Fulfilled by Amazon,Nike Mens Lebron 17 Low CD5007 101 Black/White/Metallic Gold - Size 10.5,Sports Shoes,1,115,166.99,309.29
888 B07ZTTXNZM US,B07ZTTXNZM,193154416695,Fulfilled by Amazon,"Nike Men's Running Shoe, White White White Wolf Grey, 9.5",Sports Shoes,8,90,140.99,130
888 B07YKPQKFS US,B07YKPQKFS,193657761896,Fulfilled by Amazon,Nike Mens KD Trey 5 VIII CK2090 002 Bred - Size 10.5,Sports Shoes,2,60,122.99,124.97
888 B01M646I9V US,B01M646I9V,823229899862,Fulfilled by Amazon,"Nike W Air Max Thea MID Women's Sneaker Black 859550 001, Ale Brown, 5.5",Sneakers,1,125,,78
888 B01CB0NXGO US,B01CB0NXGO,886737982402,Fulfilled by Amazon,Nike Men's Air Max Torch 4 Anthracite/Metallic/Silverq Running Shoe 10.5 Men US,Sports Shoes,1,110,165.99,116.25
888 B08CRYQ9KX US,B08CRYQ9KX,822698494646,Fulfilled by Amazon,"Birkenstock Women's Arizona Shearling Sandals, Plaid Red, 10-10.5 Medium US",Sandals & Slippers,1,55,150.99,135
888 B08KLKLB35 US,B08KLKLB35,                    ,Fulfilled by Amazon,On Running Womens Cloud Textile Synthetic Chili Rust Trainers 8 US,Sports Shoes,1,79,252.99,199.99
888 B083RV38SL US,B083RV38SL,                    ,Fulfilled by Amazon,On Running Mens Cloud X Textile Synthetic Black Asphalt Trainers 10.5 US,Sports Shoes,1,79,234.99,193.79
888 B07889WKJB US,B07889WKJB,                    ,Fulfilled by Amazon,On Running Mens Cloud Waterproof Mesh Black Lunar Trainers 7.5 US,Sports Shoes,1,79,226.99,249
888 B075FD4QXR US,B075FD4QXR,801100499899,Fulfilled by Amazon,"Saucony Grid Cohesion Running Women's Shoes Size 7, Color: Grey/Pink",Sports Shoes,5,25,48.99,59.95
888 B000MSWWYW US,B000MSWWYW,                    ,Fulfilled by Amazon,Birkenstock Unisex Arizona Birko-Flor Dark Brown Sandals 9 W / 7 M US,Sandals & Slippers,1,50,102.99,99.72
888 B082PZFZX2 US,B082PZFZX2,                    ,Fulfilled by Amazon,ON Cloudflyer Black/White 10.5 M,Sports Shoes,2,79,240.99,198.38
888 B07L11WQCL US,B07L11WQCL,190665239676,Fulfilled by Amazon,"Dr. Martens Unisex 2976 Quad Platform Chelsea Boot, Black Polished Smooth, 9 Women/8 Men M US",Boots,1,138,209.95,189.73
888 B089TQVHV1 US,B089TQVHV1,                    ,Fulfilled by Amazon,"ASICS Women's Stroke Running Shoe, French Blue Champagne, 8.5",Sports Shoes,2,45,178.99,
888 B082KPGMKD US,B082KPGMKD,193604961874,Fulfilled by Amazon,"ASICS Men's GT-1000 9 Running Shoes, 13, Carrier Grey/Black/RED",Sports Shoes,18,40,121.99,
888 B073WJMKHN US,B073WJMKHN,053742545124,Fulfilled by Amazon,"YETI Rambler 20 oz Tumbler, Stainless Steel, Vacuum Insulated with MagSlider Lid, Black",Kitchen & Dining ,1,25,57.99,35
888 B0091FMUAS US,B0091FMUAS,736399369229,Fulfilled by Amazon,"Birkenstock Womens Gizeh Slide Sandal, Blue, 39 M EU",Sandals & Slippers,4,45,119.99,102.04
888 B07ZL437M9 US,B07ZL437M9,720026734368,Fulfilled by Amazon,"Saucony Women's Guide 10, Teal/Navy/Pink, 8.5 B",Sports Shoes,2,40,108.99,89.95
888 B0868RPBH5 US,B0868RPBH5,194851011886,Fulfilled by Amazon,"ASICS Women's Gel-Kayano 27 Running Shoes, 7, MAKO Blue/HOT Pink",Sports Shoes,2,55,144.99,94.95
888 B0861531SP US,B0861531SP,193604967869,Fulfilled by Amazon,"ASICS Women's Gel-Kayano 27 Running Shoes, 7.5, Black/Pure Silver",Sports Shoes,1,45,126.99,195.84
888 B085ZZ8PQ5 US,B085ZZ8PQ5,193604982022,Fulfilled by Amazon,"ASICS Men's Gel-Kayano 27 Running Shoes, 8.5, Peacoat/Piedmont Grey",Sports Shoes,1,41,192.99,159.95
888 B086193HVL US,B086193HVL,193604953824,Fulfilled by Amazon,"ASICS Men's Gel-Kayano 27 Running Shoes, 10, Black/Pure Silver",Sports Shoes,1,50,125.99,109.95
888 B07SPJ3R54 US,B07SPJ3R54,042822179540,Fulfilled by Amazon,FoodSaver GM710 GameSaver Big Game Food Preservation Vacuum Sealing System Designed for 80 Consecutive Seals,Kitchen & Dining ,62,98,154.99,289.95
888 B0793TP9CB US,B0793TP9CB,                    ,Fulfilled by Amazon,Hey Dude Men's Wally Braided Sage Size 12 | Men's Loafers | Men's Slip On Shoes | Comfortable & Light-Weight,Casual Shoes,3,30,72.99,59.95
888 B07895RD8R US,B07895RD8R,191497405222,Fulfilled by Amazon,"ASICS Men's Cael V8.0 Wrestling Shoes, 8.5, BLACK/WHITE",Sports Shoes,8,50,96.99,79.95
888 B077MDJGRY US,B077MDJGRY,191497457986,Fulfilled by Amazon,"ASICS Women's GT-1000 7 Running Shoes, 7.5, Stone Grey/Carbon",Sports Shoes,1,50,102.99,78
888 B00A33C4A8 US,B00A33C4A8,B00A33C4A8          ,Fulfilled by Amazon,Canon EF - Weitwinkelobjektiv - 35 mm,Cameras & Camcorders ,3,328,,632.63
888 B08VH82QK5 US,B08VH82QK5,194851431370,Fulfilled by Amazon,"ASICS Men's Noosa Tri 13 Running Shoes, 9.5, Black/Pure Gold",Sports Shoes,1,85,156.99,109.95
888 B06WWD6G2Z US,B06WWD6G2Z,613072527896,Fulfilled by Amazon,Hey Dude Men's Wally L Black Size 8 | Men's Shoes | Men's Lace Up Loafers | Comfortable & Light-Weight,Casual Shoes,60,21,60.99,38
888 B01M7U7NN1 US,B01M7U7NN1,609613395321,Fulfilled by Amazon,Hey Dude Wally Canvas Nut 11 M,Casual Shoes,150,28,73.99,54.95
888 B08PD1RGHR US,B08PD1RGHR,194851405098,Fulfilled by Amazon,"ASICS Men's Gel-Nimbus 23 Running Shoes, 9, Hazard Green/Black",Sports Shoes,1,85,156.99,119.95
888 B07VGYCKT1 US,B07VGYCKT1,190340662423,Fulfilled by Amazon,Brooks Women's Ariel '20 Running Shoe - Black/Ebony/Blue - 7.5 X-Wide,Sports Shoes,3,70,192.99,259.99
888 B08QNJZKR8 US,B08QNJZKR8,193971885919,Fulfilled by Amazon,Coach Women's Outline Signature Zip Tote (IMBlack),Handbags & Luggage,2,120,180.99,176.5
888 B08P3NCJL8 US,B08P3NCJL8,194498335123,Fulfilled by Amazon,Air Jordan 1 Retro High OG (Dark Mocha),Shoes,1,500,160,511
888 B08NSP7QJL US,B08NSP7QJL,193657736375,Fulfilled by Amazon,"Nike Men's Court Vision Mid Sneaker, Black 001, 11",Sneakers,1,55,73.99,80.75
888 B08LD7ZSGM US,B08LD7ZSGM,194814341104,Fulfilled by Amazon,"adidas Ultraboost 20 Shoes Men's, Blue, Size 8.5",Sports Shoes,1,84,118.99,165.04
888 B08KYF6GC8 US,B08KYF6GC8,194715192614,Fulfilled by Amazon,HOKA ONE ONE Women's Bondi 7 Running Shoes Lunar Rock/Black Iris 11 W US (7 Wide US Women),Sports Shoes,3,128,,298.88
888 B08F7MLFNP US,B08F7MLFNP,810005612562,Fulfilled by Amazon,"Corkcicle. Gunmetal Ice Bucket, 1 EA",Kitchen & Dining ,102,53.1,84.99,99.95
888 B08DKHZ4ZY US,B08DKHZ4ZY,193971888187,Fulfilled by Amazon,"Coach Mollie Tote, 1671, Black",Handbags & Luggage,4,140,240.99,203
888 B08BKNBYLP US,B08BKNBYLP,                    ,Fulfilled by Amazon,Thrustmaster TCA Quadrant Add-On Airbus Edition - Add on for TCA Quadrant - for PC,Gaming Accessories,1,148,180.99,138.26
888 B08BJFCQ5P US,B08BJFCQ5P,193656894687,Fulfilled by Amazon,"Nike Air Max Verona Womens Shoes Size 8, Color: Black/Summit White/Fire Pink",Sports Shoes,1,48,156.99,225
888 B087ZQLGJQ US,B087ZQLGJQ,193154105285,Fulfilled by Amazon,"Nike Women's Ultra Comfort Thong AR4498 (Black/Track Red-Noble Red, Numeric_6)",Sandals & Slippers,1,28,61.99,48
888 B085SZ8C4H US,B085SZ8C4H,194274014563,Fulfilled by Amazon,"Nike React Miler Mens Running Trainers CW1777 Sneakers Shoes (UK 9.5 US 10.5 EU 44.5, White Black Photo Blue 100)",Sports Shoes,1,110,147.99,184.99
888 B0848D2RRL US,B0848D2RRL,193599514413,Fulfilled by Amazon,Michael Michael Kors Jet Set Item East/West Top Zip Tote Black One Size,Handbags & Luggage,1,98,169.99,183.52
888 B0847T73S7 US,B0847T73S7,193971506913,Fulfilled by Amazon,COACH Rowan Satchel In Signature Canvas (IM/Khaki Saddle),Handbags & Luggage,1,140,252.99,274.99
888 B0838KX95Y US,B0838KX95Y,193657535282,Fulfilled by Amazon,"Nike Women's Offcourt Slide, Multicoloured, 8",Sandals & Slippers,1,30,58.99,47.5
888 B082Q3ZTZD US,B082Q3ZTZD,193971504339,Fulfilled by Amazon,"Coach Signature Canvas and Leather Gallery Tote Shoulder Bag, Light Khaki/Chalk",Handbags & Luggage,1,120,192.99,158.16
888 B07ZM4BFNP US,B07ZM4BFNP,194272297418,Fulfilled by Amazon,"Nike Women's Air Max Bella Tr 3 Sneaker, Black/Metallic Gold-flat Pewter-white, 8.5",Sports Shoes,4,55,105.99,109.99
888 B07ZM3Q2M9 US,B07ZM3Q2M9,193154392616,Fulfilled by Amazon,Nike Vapor Edge Shark Mens Football Cleat Cd0074-001 Size 9.5 Black/White,Sports Shoes,1,50,186.99,100
888 B07V6WGF9D US,B07V6WGF9D,193145335417,Fulfilled by Amazon,Nike Men's Zoom Pegasus Turbo 2 Running Shoes Black/White-Gunsmoke-Atmosphere Grey 8.5 M US,Sports Shoes,1,105,274.99,292.57
888 B07TJJJXDZ US,B07TJJJXDZ,193154252460,Fulfilled by Amazon,"Nike Legend 8 Club Men's Firm Ground Soccer Cleats (Laser Crimson/Black-White, Numeric_10)",Sports Shoes,2,50,120.99,92.33
888 B07TJHCHKG US,B07TJHCHKG,192876263815        ,Fulfilled by Amazon,ASUS Prime AM4 AMD X570 ATX DDR4-SDRAM Motherboard,Hardware,5,198,263.99,229.45
888 B07TF3VSRB US,B07TF3VSRB,193145204263,Fulfilled by Amazon,"Nike W Hyperdiamond 3 Keystone (gs) Kids Baseball Softball Cleats (Black/Black, Numeric_6)",Kids` Shoes,7,80,,
888 B07T2NSYDD US,B07T2NSYDD,193656311139,Fulfilled by Amazon,"Nike Men's Training Road Running Shoe, Black Metallic Silver White, 8",Sports Shoes,1,38,143.99,92.47
888 B07SPD1174 US,B07SPD1174,                    ,Fulfilled by Amazon,ON Cloudsurfer Glacier/Black 10.5,Sports Shoes,1,799.2,,191.84
888 B07PZ1PQCB US,B07PZ1PQCB,193151407658,Fulfilled by Amazon,Nike Air Max Camden Slide Mens Bq4626-003 Size 9 Black/White,Sandals & Slippers,2,40,72.99,118
888 B07PVSHZGX US,B07PVSHZGX,193151407634,Fulfilled by Amazon,"Nike Men's Air Max Camden Slide Sandal, Black/White, 8",Sandals & Slippers,3,40,82.99,89.99
888 B07P9PQZNG US,B07P9PQZNG,885178752780,Fulfilled by Amazon,"Nike Men's Epic React Flyknit Running Shoes (Black/Black-White-Gunsmoke, Numeric_11)",Sports Shoes,5,58,179.99,132.98
888 B07NWK7FT6 US,B07NWK7FT6,193151461346,Fulfilled by Amazon,"Nike Metcon Sport Mens (13, Black)",Sports Shoes,1,48.88,179.99,149.01
888 B07N37S65R US,B07N37S65R,886916597120,Fulfilled by Amazon,"Nike Men's Benassi Just Do It Athletic Sandal, Cargo Khaki/Black, 8",Sandals & Slippers,1,25.06,36.99,48.43
888 B07MWV3KQG US,B07MWV3KQG,742315471464,Fulfilled by Amazon,"TUMI Tumi Alpha International Expandable Carry On Suitcase, Black, One Size",Handbags & Luggage,2,498,859.99,895
888 B07MKRSZCQ US,B07MKRSZCQ,193145223684,Fulfilled by Amazon,"Nike Renew Retaliation TR Mens Running Trainers AT1238 Sneakers Shoes (UK 8 US 9 EU 42.5, Black Anthracite 005)",Sports Shoes,1,48,110.99,124.99
